Post Content,Themes,Thought Leadership?
"Pantomath is doing for data engineering what DataDog, Dynatrace, AppDynamics, SumoLogic, and ELK have done for software engineering for the last decade; providing game changing observability to a new and emerging data engineering category! Our team is solving technical puzzles at scale, building elegant user experiences, secure deployment models, multi-tenancy, containerized micro-services, and graph data modeling. If you're looking for an amazing team with high agency, access to cloud-native technology, and a time compression algo for professional growth, connect with me here or apply at our careers page below:","User Experience,Data and Analytics",
"A powerful wealth management solution based on a global FIX network, global master data for instruments and legal entities but also live prices (real-time & delayed) for hundreds of exchanges - all designed in Switzerland as a SaaS. Can it get any better? hashtag#wealthmanagement hashtag#madeinswitzerland Ludovico Niccolini",Data and Analytics,
I am featured in this article on Edge Computing!,Data and Analytics,checked
I am featured in this article on Edge Computing!,Data and Analytics,checked
"Please join me, Conor Colleary from oracle financial services and Michael Senuta from PNC in Oracle CloudWorld in Las Vegas #OCW23. 

https://lnkd.in/gZ2by96Z","Innovation,Data and Analytics",checked
"LLM fine-tuning would become to one of the necessary skills in the next year of data science.So, this is how to fine-tune your Llama2 model:https://lnkd.in/eZSkiaeXand this is how to fine-tune your OpenAI chat model:https://lnkd.in/eejg4vfP","Data and Analytics,AI/Machine Learning",
"Digital Lakes....committed to highlighting Michigan as a technology hub - attracting and retaining top tech talent across industries for the vitality of our companies and economy!!!  If you haven't checked it out, you should!! https://digital-lakes.org/",Data and Analytics,
"The potential for hashtag#AI to transform U.S. hashtag#healthcare has been discussed for over a decade but has yet to deliver the kind of broad-based results the industry desperately needs. I am optimistic that will soon change.Â For the last four years, my team at Health Data Analytics Institute (HDAI) has been hard at work on building a platform, HealthVision,Â that uses machine learning and generative AI to give clinicians the information they need to make better clinical decisions. Here are some of my key takeaways from working on making AI usable for clinicians:- Clinical AI can now be deployed at scale: HealthVision is in production at Houston Methodist, fully integrated with Epic, and will eventually be accessible by thousands of clinicians assisting with a wide range of use cases.- Generative AI fills gaps in previous AI technologies: Generative AI can process raw clinical notes to produce structured data that can be ingested by predictive models in near-real time. This enables continuous updating of patient risk profiles as their care progresses.  - AI turns data complexity into actionable simplicity: HealthVision distills hundreds of pages of medical records into ONE PAGE that presents a holistic and prioritized view of patient risks. On October 8th at 3:40pm PT, Iâ€™ll be presenting with Roberta Schwartz at hashtag#HLTH2023 about putting data-driven insights into the hands of clinicians and care teams. Our collaboration with Houston Methodist is one of the largest deployments of generative AI within healthcare today. Please join us: Iâ€™m eager to share our experience â€“ and to hear what youâ€™re working on in this industry sea change.","Product Development,Research & Development,AI/Machine Learning,Data and Analytics,Customer centricity",checked
"Data & AI is core to our success at Whirlpool Corporation. We just completed our inaugural hashtag#WhirlpoolAtlasDataAISummit2023 enabling 3000+ hours of learning in one day to accelerate our digital journey across the company with applied data & AI products. 

Thanks to hashtag#whirlpoolpeople around the world and our partners/speakers for their support Yusuf Abbasi Danielle Brown Andy Walter Priya Srinivas Juliano Pavanelli Stefanovitz Devon Voster, Ph.D. Prashanth H Southekal, PhD, MBA, ICD.D Jennifer Springer Radhakrishnan Kodakkal Frederic Laluyaux Aaron Youngstedt Aiya Reed Pravallika Yemba Peter Kirer Traci Robinson Fallon Nyce Rebecca Steketee Christine Grammier Nicole McKeith Nash Bryan Stiekes Zach Cardwell Winnie Wu Scott Fleming Natalia Isaevich and the organizing team.","Company Updates/News,Innovation,Data and Analytics,AI/Machine Learning",checked
ICYMI:  Check out our Predicting Outages Digital Event with these industry expert presenters and learn how predicting outages is transforming hashtag#gridreliability and hashtag#wildfire risk mitigation.View it here: https://bit.ly/46ieKjOhashtag#GridTransformation hashtag#GridModernization hashtag#DataDrivenDecisions hashtag#ActionableInsights hashtag#AdvancedAnalytics hashtag#PredictiveAnalytics,Data and Analytics,
Iâ€™m passionate about the idea that AI should play a role in improving health and patient outcomes â€“ that's why I founded Health Data Analytics Institute (HDAI). We knew that data had to be simple and actionable to actually be useful. Our HealthVisionâ„¢ product converts hundreds of pages of complex data into a single page that tells providers what they need to know about a patient. It was a pleasure to present our story at hashtag#HLTH2023. Thank you to Roberta Schwartz and the Houston Methodist team for sharing both the stage and vision for AIâ€™s role in healthcare with us.,"AI/Machine Learning,Innovation,Data and Analytics,Customer centricity",
"In a recent article, my colleagues Cedrik Kern and Oliver Rueckert dive into the transformative journey of agriculture through the lens of AI and data. They discuss the realm of precision agriculture, where the power of AI is harnessed to enhance yields, enrich decision-making, and enable sustainable practices. Though the journey to becoming data-driven has its complexities for farmers and agribusiness companies, the article offers insightful stories from organizations such as the Royal Swatini Sugar Corporation and KWS, portraying the successful embrace of data-driven solutions. The article is  a call to trust in the use of data and AI to catalyze unprecedented agricultural advancements. Read the full article for a deeper understanding of how data-driven and AI technologies are fertilizing the future of agriculture. hashtag#AI hashtag#Agriculture hashtag#DataAnalytics hashtag#Innovation hashtag#Sustainability.","AI/Machine Learning,Data and Analytics,Innovation",checked
ðŸ“ˆDeveloping a data-driven understanding of customer needs ðŸŽ¯Creating collaborative campaigns to target brand awareness ðŸ§ Building cross-functional teams to inform decisions organization-wide Discover more about the six core capabilities for multidisciplinary teams: https://lnkd.in/geVQpVzs,"Customer centricity,Data and Analytics,Organizational Design",
"In a time when theres so much excitement around technology connecting us even more, how can it disconnect us. To efficiently measure and solve problems and then make an impact, we need to get hashtag#ZeroDistance to the frontlines! I had the opportunity to co-author an article with the ridiculously brilliant Rohan Murty published in Harvard Business Review about disconnected systems and how to proactively address them.
Through cross-functional collaboration and getting to the frontlines, we can continue to make great progress to better serve consumers, clinicians and colleagues better
Optum
UnitedHealth Group
Lolita Verny-Acosta","Innovation,AI/Machine Learning,Data and Analytics",checked
"You will NEVER grow on LinkedIn without using AI.Here is the Ultimate ""AI for LinkedIn"" Cheat sheet.â¬‡ (Save for later)âž£ This sheet will cover leveraging AI for LinkedIn in:1ï¸âƒ£- Profile optimization2ï¸âƒ£- Lead generation3ï¸âƒ£- Analytics and data analysis4ï¸âƒ£- Content writing5ï¸âƒ£- Content design6ï¸âƒ£- Networking7ï¸âƒ£- Scheduling and strategy8ï¸âƒ£- Job seekingðŸ“Œ Get the high resolution version for FREE: 1. Follow me 2. Like this post 3. Comment ""SHEET""And I will DM you the PDF file right away. âœ¨ ________________Re-post it if your followers would find it valuable. â™»  Save for later.â­ Follow me for daily AI prompts, tools, guides, and tips. hashtag#ai hashtag#aitoolshashtag#chatgpthashtag#cheatsheethashtag#chatgptpromptshashtag#artificialintelligence","AI/Machine Learning,Data and Analytics",
"Wrapped up Day 2 at the #LWTSummit! 🌈✨

Our morning kickstarted with the infectious energy of our hosts, Danielle Moodie and Andrea Minkow, who kept the vibes lively and the laughter contagious throughout the day. 

CEO & Founder of Lesbians Who Tech & Allies, Leanne Pittsford, took us through #LWTSummit's history and her inspiring vision for the future. I'm grateful for her trailblazing spirit that brought this incredible summit to life.

The day unfolded with a diverse lineup of EXCEPTIONAL speakers across various tech & activism lanes. Although I couldn't be omnipresent (cue the wish for cloning technology), I was fortunate to catch some remarkable talks:

🔷 Sissie Hsiao, VP/GM, Google Assistant and Bard at Google, delved into the transformative potential of generative AI in driving innovation.

🔷 Raquel Willis, an award-winning Author and Activist, and Alicia Garza, principal of the Black Futures Lab, sparked insightful conversations on the confluence of gender, race, and societal change, drawing from their extensive activism experiences.

🔷 Pat Wadors, Chief People Officer at UGK, shed light on leveraging technology to foster inclusivity, engagement, and growth within organizations.

🔷 Julie Durham, Chief Technology Officer at UnitedHealthCare, shared invaluable insights into how digital strategies can revolutionize patient experiences and healthcare outcomes.

🔷 Jacqueline Guichelaar, Chief Experience Officer at Cisco, emphasized the critical need to fortify cybersecurity measures in our increasingly interconnected world.

The day also featured a showcase of Rising Voices Films, including 'Order for Pickup' by Jackie! Zhoe, 'Rocky Road on Channel Three' by James Rogers III, and 'Mara Has Three Jobs in San Juan, Puerto Rico' by Ana Verde. These films made me CRY and so... I NEED you to check them out at https://lnkd.in/gipTRPrq 

Beverly Jackson, VP of Brand & Product Marketing at Zillow, inspired us with insights into driving successful product marketing campaigns, highlighting how data and AI can create impactful brand experiences.

Then Layshia Clarendon discussed the intersection of Activism & Sports, beautifully moderated by Arlan Hamilton. Layshia's candid sharing about her non-binary identity struck a chord with me (I cried again), because it echoed my own journey of self-discovery & acceptance through my non-binary identity. 

The insightful session with Ryan Roslansky, CEO of LinkedIn, and Imani Dunbar, Head of Equity at LinkedIn, underscored the significance of leading through change with a skills-first mindset.

LaFawn Davis chatted with Miguel Angel Caballero, Director, Writer, Producer of 'The Ballad of Tita and the Machines,' and Rishi Rajani, CEO of Hillman Grad Productions, unpacking the profound impact of authentic storytelling.

It was a day of empowerment and heartfelt connections! 
I'm looking forward to what Day 3 has in store. 
Stay tuned for more updates! 🚀","Innovation,Value Creation,AI/Machine Learning,Data and Analytics,Research & Development",
"Hello, connections!I am sharing my project titled 'Sentiment Analysis on Brands'.The project performs Turkish Sentiment Analysis and includes the following stages:Data Collection: Instead of relying on a pre-existing dataset, I employed the Web Scraping technique to gather comments from the DonanÄ±mHaber website.(I checked the robots.txt file on DonanÄ±mHaber.)Natural Language Processing: I performed Turkish sentiment analysis with the collected comments, and in this stage, I had to employ a variety of different techniques. For text labeling, I used FLAN-T5 and OpenAI, for feature extraction, I utilized BERT, and for model training, I employed Keras.Sequential().Web Application with Flask: I developed a dynamic web application using Flask to visualize the results of the Sentiment Analysis with Apache ECharts graphics.You can review the project at https://lnkd.in/ds7tfKUV. It contains detailed information about the project, including extensive details in the notebook files.While the project was built dynamically with Flask, if you'd like to explore the website without running the project, you can access the static version https://lnkd.in/dSAi7a7t. Please note that the data at this address isn't dynamic like the Flask application, and it offers only the 'mercedes.html' page since there are no separate sentiment pages for each brand. To view sentiment pages for all brands, the Flask application needs to be running.","AI/Machine Learning,Digital transformation,Data and Analytics",
"Exciting news! Our article on Balancing Innovation and Cybersecurity in Medical Schools and Their Related Academic Health Systems has been published in Academic Medicine. Amazing to collaborate with Michael Halaas and Laura Roberts MD, MA on this! Check out the link below to read the article. hashtag#stanfordmedicine hashtag#healthit https://lnkd.in/gYAmrhzM",Data and Analytics,
#goodprimer,Data and Analytics,
"Thanks Professor Terech for an enlightening day with my fellow panelists, faculty and your students.",Data and Analytics,
"â€œAt the end of the day, the decision-making still resides with the humans,â€ says Peyman Zand, CSO. Read more on opportunities and challenges surrounding AI, hashtag#automation, and hashtag#analytics, in this StrategicCIO360 article: https://hubs.li/Q027SJyL0","AI/Machine Learning,Data and Analytics",checked
"Disney+ continues to enhance measurement and verification on its ad-supported tier. Learn how Oracle Advertising is helping Disney+ unlock actionable verification, viewability, and attention insights: https://lnkd.in/eusmky4m","Customer centricity,User Experience,Data and Analytics",
Explore how this CPG manufacturer implemented hashtag#MicrosoftAzure to automate its commercial environment and use data analytics to deliver on its revenue goals.  Ready for a deep dive?  hashtag#PwCMicrosoft hashtag#MSpartner hashtag#MicrosoftAzure hashtag#Transformation hashtag#TechPowered,"Data and Analytics,Digital transformation,AI/Machine Learning",
"Hey International Institute for Analytics community!  Pay attention to this rebranding by Gene Kim and the IT Revolution team of their flagship event (DevOps Enterprise Summit) to expand beyond the confines of hashtag#devops.  Doesn't the goal of ""culture-creating learning organizations and employee engagement"" sound familiar to us in the hashtag#data, hashtag#analytics and hashtag#AI sphere?  A unique opportunity to compare notes with peers in the hashtag#devops side of your enterprises.","AI/Machine Learning,Data and Analytics",
Smartly OG Innovation. Drives performance well beyond the marketplace average.,"User Experience,Data and Analytics,Digital transformation,Innovation",
"Blockchain is of utmost importance in B2B payments as it provides a secure and transparent platform for conducting transactions, eliminating the need of intermediaries and reducing the risk of fraud. Additionally, blockchain technology enables faster settlement times, improves efficiency, and lowers costs, making it an essential tool for businesses engaged in cross-border transactions.","Data and Analytics,Innovation,Research & Development",checked
"Besides GPT from OpenAI. There are many powerful LLMs available, and some of them are open-source.LaMDA and Bard are probably the most famous ones besides GPT, and we also have WuDao 2.0, a powerful Chinese LLM with 1.75 trillion parameters; we have Jais focus on understanding and generating text in Arabic and English, etc.These are just a few examples of the many LLMs that have been developed and published.We are living through a profound moment in the history of technology, and this is well-reflected in the stock market. While the S&P 500 has increased by around 12% this year, Meta is up 162%, symbiotic AI has risen by 180%, and Nvidia has surged by 220%.There is a significant influx of money into AI technology and AI startups, and it's becoming interesting that giants such as Google, Salesforce, and Microsoft are not betting on a single horse; instead, each of them has invested in multiple companies.*Bubble size is no. of parameters.Image credit to level up coding______________I share my learning journey and the interesting things in AI and ML here. Join me and let's grow together.For learning materials on AI, ML and Data Science, please check my previous posts. Alex Wang","AI/Machine Learning,Data and Analytics,Innovation",
"What does 24/7 access to quality measurement data mean for a health plan?We recently helped one national plan realize the power of on-demand data access, helping them establish cloud-based data pipelines to improve their quality performance. Learn how Healthcare Data Lake empowered greater efficiency and enhanced outcomes. ow.ly/14PA10541by",Data and Analytics,
"In this era of digital health transformation, it is imperative to strike a delicate balance between reaping the benefits of AI and doing it safely. I'm pleased to announce our latest publication, co-authored with Kevin Mooney, Esq., Senior Director of Enterprise Data Governance. This article emphasizes the importance of a holistic, multidisciplinary approach to accelerate digital innovation while safeguarding sensitive patient information.","Innovation,Data and Analytics,AI/Machine Learning",checked
"More and more, top medical organizations are using analytics to personalize care. As part of its future Innovation Institute, Shepherd Center will establish a data analytics program to advance precision rehabilitation for people experiencing the most complex conditions, including spinal cord and brain injuries.
 
“Shepherd Center is uniquely positioned to join other leaders in transforming healthcare for the future,” says Deborah Backus, PT, Ph.D., FACRM, vice president of research and innovation at Shepherd Center. 

Learn more about how organizations are deploying analytics. https://lnkd.in/gXa9tkCd #PursuingPossible","Data and Analytics,Digital transformation",
"More and more, top medical organizations are using analytics to personalize care. As part of its future Innovation Institute, Shepherd Center will establish a data analytics program to advance precision rehabilitation for people experiencing the most complex conditions, including spinal cord and brain injuries. â€œShepherd Center is uniquely positioned to join other leaders in transforming healthcare for the future,â€ says Deborah Backus, PT, Ph.D., FACRM, vice president of research and innovation at Shepherd Center. Learn more about how organizations are deploying analytics. https://lnkd.in/gXa9tkCd hashtag#PursuingPossible","Innovation,Data and Analytics",checked
"Weâ€™re pleased to announced that our economist, Meghna Shah, has been featured in the third Annual Alternative Data Report from Eagle Alpha â€“ the leading alternative data aggregation platform.Read her blog here, which examines the economic and inflation data thatâ€™s most important for a â€œdata-dependentâ€ era in global central banking: https://lnkd.in/eNA3Mf-a",Data and Analytics,
"New on Best Execution: Planixs launches liquidity data insights solution, CEO Neville Roberts gives insight on how the how the new tool aims to unlock the power of financial institutionsâ€™ untapped liquidity data to provide accessible and actionable data and analytics.hashtag#markets hashtag#data hashtag#trading hashtag#analytics hashtag#technology hashtag#liquidity","Data and Analytics,Digital transformation,Product Development",checked
"Itâ€™s the most wonderful time of the year! The last Optum Tech town hall of 2023 was a huge celebration of all that this amazing team has accomplished all year with a winter wonderland setting.Â Â We celebrated the incredible progress weâ€™ve made in 2023 to deliver quality solutions to our users, and we were inspired by outside perspective from two very special guests: Julie Sweet and Michael Dell A huge thank you to JulieÂ for joining us from Accenture to talk tech trends and personal career growth with our very own Julie Durham, and to Michael fromÂ Dell TechnologiesÂ for speaking with Daniel Kueter and the team about the value of going zero distance to listen to customers. Iâ€™m grateful to Santiago Abraham, Paul Weymouth, Mouli Venkatesan, Francois Charette, Thomas Kiss, and Latha Budideti too for sharing some of the brightest and best work across our teams from the past 12 months including our Generative AI programming automation work. Finally, a big big big thank you to all of Optum Tech and our partners for helping us go 100X in 2023.Â The progress we made in Digital, AI, Cyber, Cloud, Data and all our products and platforms was possible because of the extra oomph you put in and an amazing leadership team.Â Tech has never had a higher purpose. Happy Holidays! hashtag#100x _______________________","AI/Machine Learning,Innovation,Data and Analytics",
"Data-driven decisions level the business playing field. Seize this opportunity to explore, integrate, and innovate for the tangible impacts.This white paper is quite helpful to the aspiring â€œbusiness translatorsâ€.",Data and Analytics,
Excited to be a part of this great initiative!,"Digital transformation,User Experience,Research & Development,Data and Analytics,Customer centricity",
"I was honored to share my passion for analytics in a recent Forbes article highlighting three trends paving the way for transformation in health care. Hereâ€™s a recap: â¤ï¸ Personalized recommendations. Tools informed by data can help care providers recommend equally effective and more affordable medications, helping reduce financial barriers to care. ðŸ’¡ Reimagined plans and experiences. Wearable devices can provide insights about our health, but the key is knowing what to do with that information. Resources offering real-time, actionable feedback can bring significant value and encourage healthier lifestyle decisions, especially when integrated with a comprehensive care plan. ðŸ¤ Strategic collaborations. Cultivating new relationships can help drive innovation and bring together novel approaches, offering an opportunity to scale solutions to maximize impact. One example is the UnitedHealthcare Accelerator, which helps early startups grow and facilitates a pathway for commercialization. These approaches are driven by data and present a unique opportunity for us to make health care more equitable and affordable. Check out the photo below at the Optum Innovation Center where we are helping build the future of health care and read the article for a deeper dive on these topics: https://lnkd.in/gJwhhnaz","Product Development,Digital transformation,Customer centricity,AI/Machine Learning,Data and Analytics",checked
"More and more, top medical organizations are using analytics to personalize care. As part of its future Innovation Institute, Shepherd Center will establish a data analytics program to advance precision rehabilitation for people experiencing the most complex conditions, including spinal cord and brain injuries. â€œShepherd Center is uniquely positioned to join other leaders in transforming healthcare for the future,â€ says Deborah Backus, PT, Ph.D., FACRM, vice president of research and innovation at Shepherd Center. Learn more about how organizations are deploying analytics. https://lnkd.in/gXa9tkCd hashtag#PursuingPossible","Innovation,Data and Analytics",checked
"This year, you are going to hear a lot about ""Spatial Computing"" and ""Mixed Reality."" But what exactly do these terms mean? And how do they relate to the terms we have been hearing for a while now, like ""augmented reality,"" ""virtual reality,"" and ""metaverse""? Here's a crash course on the terminology linked to the next wave of computing:ðŸŒŒ Spatial Computing is the umbrella term for technologies and processes that enable computers to perceive, interact with, and navigate 3D space. This includes augmented reality, mixed reality, virtual reality, autonomous vehicles, robotics, and more. ðŸ‘“ Augmented Reality (AR): AR overlays digital content on the real world. Users can see and interact with virtual content as if they are in the space around them with devices like smartphones and smart glasses. For example, you see a 3D dinosaur superimposed onto your living room through your phone, looking like it's standing next to your couch. ðŸŽ­ Mixed Reality (MR): The best way to think about MR is a subset or more advanced form of AR. It goes beyond the overlay and provides a deeper integration and interaction between the real and digital worlds. It typically involves advanced spatial awareness, more complex interactivity, and a higher degree of immersion (such as a headset). For example, using a headset, you see a 3D dinosaur roam around your room, walk behind your table, cast a shadow under the lamp, and playfully react when you toss a virtual ball, utilizing the entire space as its stomping ground. ðŸ•¶ï¸ Virtual Reality (VR): VR immerses users in a completely digital environment where they can interact with virtual objects and scenarios as if they were real. It typically requires a headset, often called an HMD or head-mounted display. For example, wearing a headset, you find yourself in a simulated prehistoric world, standing next to a life-sized dinosaur in a fully immersive 360-degree environment.What about XR? XR stands for ""Extended Reality"" and is the umbrella term encompassing AR, VR, and MR. IMHO, it was created because people get tired of saying AR/VR/MR in one sentence ;) ðŸŒ Metaverse, IMHO, is a term that describes the future online experience, much like how we used ""the information superhighway"" in the early 90s. Matthew Ball defines this as ""a persistent and interconnected network of 3D virtual worlds that will eventually serve as the gateway to most online experiences and also underpin much of the physical world."" It is enabled by spatial computing technologies. Do you have other ways you have been describing these terms to clients, friends, colleagues, or family members? Leave them in the comments! NOTE: I want to recognize that there is a lot of history behind many of these terms that have been around for a long time (e.g., Milgram's mixed reality spectrum). The definitions above reflect how I see the terms currently being used. hashtag#spatialcomputing hashtag#metaverse hashtag#augmentedreality hashtag#virtualreality hashtag#mixedreality hashtag#technology","Digital transformation,Innovation,AI/Machine Learning,Data and Analytics",checked
"Thank you to Associated Bank & NEW Manufacturing Alliance for offering an upskilling course on data analytics. If you want to enhance your skills, I would recommend investing your time in this certification. https://lnkd.in/eAhGyKBB","Organizational Change Management,Data and Analytics",
"The existing IT landscape must not be neglected when making room for new strategies. Examining the core, building blocks, bones, and base infrastructure isn't a waste of time; it's akin to revisiting a mission statement, ensuring the foundations remain solid.The next step involves addressing the tidal wave of data change and identifying opportunities for agility, adaptability, and flexibility. Rather than waiting for it to 'happen at you,' it's an opportunity to participate in the change. hashtag#ITStrategies hashtag#DataChange hashtag#Agility",Data and Analytics,checked
"What are ð—¥ð—²ð˜ð—¿ð—¶ð—²ð˜ƒð—®ð—¹ ð—”ð˜‚ð—´ð—ºð—²ð—»ð˜ð—²ð—± ð—šð—²ð—»ð—²ð—¿ð—®ð˜ð—¶ð—¼ð—» (ð—¥ð—”ð—š) ð—¦ð˜†ð˜€ð˜ð—²ð—ºð˜€?Here is an example of a simple RAG based Chatbot to query your Private Knowledge Base.First step is to store the knowledge of your internal documents in a format that is suitable for querying. We do so by embedding it using an embedding model:ðŸ­: Split text corpus of the entire knowledge base into chunks - a chunk will represent a single piece of context available to be queried. Data of interest can be from multiple sources, e.g. Documentation in Confluence supplemented by PDF reports.ðŸ®: Use the Embedding Model to transform each of the chunks into a vector embedding.ðŸ¯: Store all vector embeddings in a Vector Database.ðŸ°: Save text that represents each of the embeddings separately together with the pointer to the embedding (we will need this later).Next we can start constructing the answer to a question/query of interest:ðŸ±: Embed a question/query you want to ask using the same Embedding Model that was used to embed the knowledge base itself.ðŸ²: Use the resulting Vector Embedding to run a query against the index in the Vector Database. Choose how many vectors you want to retrieve from the Vector Database - it will equal the amount of context you will be retrieving and eventually using for answering the query question.ðŸ³: Vector DB performs an Approximate Nearest Neighbour (ANN) search for the provided vector embedding against the index and returns previously chosen amount of context vectors. The procedure returns vectors that are most similar in a given Embedding/Latent space. ðŸ´: Map the returned Vector Embeddings to the text chunks that represent them.ðŸµ: Pass a question together with the retrieved context text chunks to the LLM via prompt. Instruct the LLM to only use the provided context to answer the given question. This does not mean that no Prompt Engineering will be needed - you will want to ensure that the answers returned by LLM fall into expected boundaries, e.g. if there is no data in the retrieved context that could be used make sure that no made up answer is provided.To make it a real Chatbot - face the entire application with a Web UI that exposes a text input box to act as a chat interface. After running the provided question through steps 1. to 9. - return and display the generated answer. This is how most of the chatbots that are based on a single or multiple internal knowledge base sources are actually built nowadays.There are many caveats you might face while building RAG Systems, I'll cover them in the following weeks.--------Follow me to upskill in hashtag#MLOps, hashtag#MachineLearning, hashtag#DataEngineering, hashtag#DataScience and overall hashtag#Data space.ð——ð—¼ð—»â€™ð˜ ð—³ð—¼ð—¿ð—´ð—²ð˜ ð˜ð—¼ ð—¹ð—¶ð—¸ð—² ðŸ‘, ð˜€ð—µð—®ð—¿ð—² ð—®ð—»ð—± ð—°ð—¼ð—ºð—ºð—²ð—»ð˜!Join a growing community of Data Professionals by subscribing to my ð—¡ð—²ð˜„ð˜€ð—¹ð—²ð˜ð˜ð—²ð—¿/ð—•ð—¹ð—¼ð—´.","Data and Analytics,AI/Machine Learning",
"Elevance Health CEO Gail K. Boudreaux gave a keynote speech at hashtag#CES about the use of technology to make hashtag#healthcare more proactive, predictive and personalized. The health insurance giant, which serves 117 million people, sees opportunities to leverage hashtag#generativeAI and other technologies to make healthcare easier to navigate, chief AI officer Shawn Wang said during an interview at CES.""We're looking at 'How do we get AI embedded in every major business?' We think about AI as being 'people-first.' YouÂ start with why. Why do we do this? What problem are we trying to solve?"" Wang said. Heather Landi, Fierce HealthcareAt Intelliswift Software, we are helping healthcare payers and providers across a range of hashtag#GenAI applications - from summarization, generating predicting insights, to AI virtual assistant/Chatbot, to automating business processes. Reach out to our healthcare business leaders to collaborate - Hassan M. Sharif, Kristie A. Tran, MBA.","AI/Machine Learning,Digital transformation,Customer centricity,Data and Analytics",checked
A&M Managing Director Rocco Grillo was recently interviewed by Legaltech News on his predictions for cybersecurity in 2024. He shares his insights into the continued importance of cyber risk for Boards of Directors and executive leadership teams and the role these teams will play in corporate cyber resilience strategies. Read the full article here: https://okt.to/8xa3lp hashtag#AMon hashtag#Cybersecurity hashtag#CyberResilience,Data and Analytics,checked
"ðŸ¿ Using LLMs to interact with SQL DatabasesThis is one of the more popular use cases for LangChain, and we've revamped our docs in this area. This includes:ðŸƒâ€â™‚ï¸ QuickstartðŸ¤– AgentsðŸ’¬ Prompting Strategiesâ˜‘ Query ValidationðŸ¦ Large Databaseshttps://lnkd.in/gnjCMAZg","Data and Analytics,Innovation",
"When we speak about increasing transparency for AI and for platforms, are we all talking about the same thing? How should regulations treat transparency as an effective means to achieving specific goods, rather than as an unsatisfying end-in-itself? These are among questions I first began to researchÂ while studying at Georgetown Law (with the support of the incredible Prof Julie Cohen), and the resulting paper was recently published in the peer-reviewed journal Policy & Internet:","AI/Machine Learning,Data and Analytics",checked
"I've made that point before:
- LLM: 1E13 tokens x 0.75 word/token x 2 bytes/token = 1E13 bytes.
- 4 year old child: 16k wake hours x 3600 s/hour x 1E6 optical nerve fibers x 2 eyes x 10 bytes/s = 1E15 bytes.

In 4 years, a child has seen 50 times more data than the biggest LLMs.

1E13 tokens is pretty much all the quality text publicly available on the Internet. It would take 170k years for a human to read (8 h/day, 250 word/minute).

Text is simply too low bandwidth and too scarce a modality to learn how the world works.

Video is more redundant, but redundancy is precisely what you need for Self-Supervised Learning to work well.

Incidentally, 16k hours of video is about 30 minutes of YouTube uploads.

https://lnkd.in/eDq3tq4V",Data and Analytics,
Record fraud case volume and losses seen across the retail banking industry as fraudsters leverage personal data from breaches and attack customer bank accouts through their telcom and e-mail accounts.,Data and Analytics,checked
"Everfox, formerly Forcepoint Federal, has been defending the worldâ€™s most critical data and networks against the most complex cyber threats imaginable for more than 25 years.Â Learn more: https://www.everfox.comhashtag#Everfox hashtag#Cybersecurity","Innovation,Data and Analytics",
